rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
1492,Kepler-106,c,Kepler-106 c,Transit,0,4,13.5708,,,,0.033,Mass,0.223,3.28,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,449.98,12.882,Kepler-band,12.839,5858,1,1.04,5/14/14,1,1,0,0,0,0,,,,2.71,,,0.033,,10.44,,10.44,2.5,0.023,,,2454969.278,BJD,0.69,,,0.02211,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,47,13,http://exoplanet.eu/catalog/Kepler-106_c/,,2014-02,,,20.05759807,79.670749,7.003442,322.134047,62.304303,2.22,2.22,7.9,-0.8,8,7.9,-0.8,8,-56.18,,,4.41,,1.38,-0.12,[Fe/H],4.83,0.3,,,,,0,0,0,0,0,3,0,,,,,,11.752,11.494,11.431,11.366,11.414,11.243,9.187,,,,,,,,,,,,14,,,,,0.258,0.063,0.321,,,,5
1493,Kepler-106,d,Kepler-106 d,Transit,0,4,23.9802,,,,0.02549,Mass,0.085,,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,449.98,12.882,Kepler-band,12.839,5858,1,1.04,10/13/16,1,1,0,0,0,0,,,,,,,0.02549,,8.1,,8.1,0.95,0.009,,,2454980.533,BJD,0.45,,,0.00836,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,12,http://exoplanet.eu/catalog/Kepler-106_d/,,2014-02,,,20.05759807,79.670749,7.003442,322.134047,62.304303,2.22,2.22,7.9,-0.8,8,7.9,-0.8,8,-56.18,,,4.41,,1.38,-0.12,[Fe/H],4.83,0.3,,,,,0,0,0,0,0,3,0,,,,,,11.752,11.494,11.431,11.366,11.414,11.243,9.187,,,,,,,,,,,,14,,,,,0.258,0.063,0.321,,,,5
1494,Kepler-106,e,Kepler-106 e,Transit,0,4,43.8445,,,,0.035,Mass,0.228,3.1,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,449.98,12.882,Kepler-band,12.839,5858,1,1.04,5/14/14,1,1,0,0,0,0,,,,1.95,,,0.035,,11.17,,11.17,2.56,0.024,,,2454984.934,BJD,0.28,,,0.02268,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,47,13,http://exoplanet.eu/catalog/Kepler-106_e/,,2014-02,,,20.05759807,79.670749,7.003442,322.134047,62.304303,2.22,2.22,7.9,-0.8,8,7.9,-0.8,8,-56.18,,,4.41,,1.38,-0.12,[Fe/H],4.83,0.3,,,,,0,0,0,0,0,3,0,,,,,,11.752,11.494,11.431,11.366,11.414,11.243,9.187,,,,,,,,,,,,14,,,,,0.258,0.063,0.321,,,,5
1495,Kepler-1060,b,Kepler-1060 b,Transit,0,1,46.8779367,,,,,,0.212,,0,1,0,1,19h04m06.05s,286.025189,+39d37m51.3s,39.630929,861,972.87,14.632,Kepler-band,14.637,5797,0.99,0.99,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,2.38,0.022,,0.40146,2454970.663,JD,,,,0.02249,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/Kepler-1060_b/,,,,,19.06834593,70.290641,14.654722,296.553536,61.601064,,1.03,6.7,-5.9,8.9,4.6,-1.7,4.9,,,,4.44,,,-0.03,[Fe/H],4.27,,,,,,0,0,0,0,0,3,0,,,,,,13.436,13.088,12.964,12.768,12.799,12.525,9.223,,,,,,,,,,,,14,,,,,0.348,0.124,0.472,,,,5
1496,Kepler-1061,b,Kepler-1061 b,Transit,0,1,2.75798267,,,,,,0.177,,0,1,0,1,19h44m55.20s,296.230004,+50d16m30.8s,50.27523,585,552.02,13.263,Kepler-band,13.204,6067,1.09,1.07,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.98,0.018,,0.095442,2454964.879,JD,,,,0.01726,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/Kepler-1061_b/,,,,,19.74866693,83.343146,12.660737,322.081125,69.018911,,1.81,3.8,0.4,3.9,3.8,0.4,3.9,,,,4.42,,,-0.03,[Fe/H],2.14,,,,,,0,0,0,0,0,3,0,,,,,,12.21,11.98,11.934,11.902,11.926,11.937,9.534,,,,,,,,,,,,14,,,,,0.23,0.046,0.276,,,,5
1497,Kepler-1062,b,Kepler-1062 b,Transit,0,1,9.30412078,,,,,,0.157,,0,1,0,1,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,388,402.04,14.796,Kepler-band,14.805,4597,0.75,0.7,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.76,0.016,,0.078808,2454973.34,JD,,,,0.02278,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/Kepler-1062_b/,,,,,18.9266268,71.174378,16.758199,293.898352,63.512279,,2.49,1.7,-1.6,2.4,1.7,-1.6,2.4,,,,4.62,,,0.11,[Fe/H],2.45,,,,,,0,0,0,0,0,3,0,,,,,,13.025,12.444,12.333,12.162,12.205,12.187,8.876,,,,,,,,,,,,14,,,,,0.581,0.111,0.692,,,,5
1498,Kepler-1063,b,Kepler-1063 b,Transit,0,1,14.07971466,,,,,,0.133,,0,1,0,1,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,365,,12.261,Kepler-band,,5945,1.09,1.14,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.49,0.014,,0.055642,2454972.958,JD,,,,0.01196,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,23,9,http://exoplanet.eu/catalog/Kepler-1063_b/,,,,,19.36845,70.405995,10.85018,302.668291,59.27603,,,-10.5,-14.6,18,,,,,,,4.37,,,0.09,[Fe/H],3.39,,,,,,0,0,0,0,0,3,0,,,,,,11.159,10.83,10.793,10.714,10.768,10.811,9.315,,,,,,,,,,,,13,,,,,0.329,0.037,0.366,,,,5
1499,Kepler-1064,b,Kepler-1064 b,Transit,0,1,16.54080322,,,,,,0.138,,0,1,0,1,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,374,,13.755,Kepler-band,13.741,5153,0.85,0.79,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.55,0.014,,0.106,2454966.954,JD,,,,0.01797,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,26,11,http://exoplanet.eu/catalog/Kepler-1064_b/,,,,,19.44944248,70.426999,9.789846,304.207719,58.573568,,,-14,-28,31.3,,,,,,,4.57,,,0,[Fe/H],3.89,,,,,,0,0,0,0,0,3,0,,,,,,12.33,11.888,11.817,11.662,11.754,11.758,9.022,,,,,,,,,,,,14,,,,,0.442,0.071,0.513,,,,5
1500,Kepler-1065,b,Kepler-1065 b,Transit,0,2,3.60930891,,,,,,0.333,,0,1,0,1,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,1157.55,15.54,Kepler-band,15.502,5635,0.94,0.93,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,3.73,0.034,,0.0727,2454966.791,JD,,,,0.03663,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,11,http://exoplanet.eu/catalog/Kepler-1065_b/,,,,,19.6340839,72.434261,8.369899,308.849444,58.968288,,0.86,4.4,0.2,4.4,-0.4,-2.4,2.4,,,,4.49,,,-0.01,[Fe/H],4.47,,,,,,0,0,0,0,0,3,0,,,,,,14.178,13.802,13.671,,,,,,,,,,,,,,,,10,,,,,0.376,0.131,0.507,,,,5
1501,Kepler-1065,c,Kepler-1065 c,Transit,0,2,2.37030743,,,,,,0.143,,0,1,0,1,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,1157.55,15.54,Kepler-band,15.502,5635,0.94,0.93,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.6,0.015,,0.07687,2454966.675,JD,,,,0.01645,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,26,9,http://exoplanet.eu/catalog/Kepler-1065_c/,,,,,19.6340839,72.434261,8.369899,308.849444,58.968288,,0.86,4.4,0.2,4.4,-0.4,-2.4,2.4,,,,4.49,,,-0.01,[Fe/H],4.47,,,,,,0,0,0,0,0,3,0,,,,,,14.178,13.802,13.671,,,,,,,,,,,,,,,,10,,,,,0.376,0.131,0.507,,,,5
1502,Kepler-1066,b,Kepler-1066 b,Transit,0,1,1.93155984,,,,,,0.211,,0,1,0,1,19h55m27.98s,298.866564,+46d30m08.1s,46.502239,399,347.69,13.007,Kepler-band,13.024,5762,0.98,0.98,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,2.36,0.022,,0.067846,2454964.766,JD,,,,0.02227,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/Kepler-1066_b/,,,,,19.9244376,80.827975,9.313937,321.480711,64.866742,,2.88,9.5,-0.1,9.5,9.5,-0.1,9.5,-11.3,,,4.45,,,-0.03,[Fe/H],3.8,,,,,,0,0,0,0,0,3,0,,,,,,11.783,11.403,11.362,11.344,11.405,11.38,9.564,,,,,,,,,,,,14,,,,,0.38,0.041,0.421,,,,5
1503,Kepler-1067,b,Kepler-1067 b,Transit,0,1,0.76212926,,,,,,0.071,,0,1,0,1,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,689,680.75,14.305,Kepler-band,14.273,5592,0.95,0.93,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,0.8,0.007,,0.04483,2454964.62,JD,,,,0.00778,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/Kepler-1067_b/,,,,,19.02582727,75.312744,17.155951,298.626784,66.965456,,1.47,-6.8,-5.8,9,-6.8,-5.8,9,,,,4.49,,,0.03,[Fe/H],4.79,,,,,,0,0,0,0,0,3,0,,,,,,13.105,12.778,12.656,12.575,12.638,12.527,9.261,,,,,,,,,,,,14,,,,,0.327,0.122,0.449,,,,5
1504,Kepler-1068,b,Kepler-1068 b,Transit,0,1,16.92344113,,,,,,0.324,,0,1,0,1,19h38m35.56s,294.648164,+46d23m32.5s,46.392365,1532,1536.68,15.818,Kepler-band,15.832,5806,1.01,1.01,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,3.63,0.033,,0.169242,2454978.812,JD,,,,0.03281,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/Kepler-1068_b/,,,,,19.64321093,79.31893,11.815522,315.051856,66.019833,,0.65,-0.4,-9.2,9.2,-0.4,-9.2,9.2,,,,4.43,,,0.03,[Fe/H],4.17,,,,,,0,0,0,0,0,3,0,,,,,,14.638,14.319,14.161,14.001,14.019,12.861,9.289,,,,,,,,,,,,14,,,,,0.319,0.158,0.477,,,,5
1505,Kepler-1069,b,Kepler-1069 b,Transit,0,1,23.8990296,,,,,,0.143,,0,1,0,1,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,435,710.23,13.153,Kepler-band,13.098,5722,0.99,0.98,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.6,0.015,,0.65508,2454984.4,JD,,,,0.01537,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/Kepler-1069_b/,,,,,19.39862193,79.684098,14.754239,310.781352,68.478172,,1.41,-14.6,-20.8,25.4,-14.6,-20.8,25.4,0.49,,,4.46,,,0.04,[Fe/H],4.37,,,,,,0,0,0,0,0,3,0,,,,,,11.945,11.628,11.538,11.507,11.563,11.419,9.473,,,,,,,,,,,,14,,,,,0.317,0.09,0.407,,,,5
1506,Kepler-107,b,Kepler-107 b,Transit,0,4,3.1800218,0.04544,0,89.05,0.01104,Mass,0.137,5.3,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,534.05,12.7,V (Johnson),12.463,5854,1.24,1.45,7/11/19,1,1,0,0,0,0,8.65E-02,,,1.32,1593,,0.01104,,3.51,,3.51,1.536,0.014,,0.151375,2455701.084,BJD-TDB,0.11,,,0.00973,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,66,16,http://exoplanet.eu/catalog/kepler-107_b/,http://exoplanets.org/detail/Kepler-107_b,2014-03,,,19.8018832,81.726065,11.232587,320.676866,66.953506,,1.87,-9.5,0.3,9.5,-9.5,0.3,9.5,5.64,,,4.21,,0.574,0.321,[Fe/H],4.29,3.6,,,,,0,0,0,0,0,3,0,,12.7,13.34,,,11.392,11.114,11.06,11.028,11.09,11.076,9.198,,,,,,,,,,,,16,,,,,0.278,0.054,0.332,,,,5
1507,Kepler-107,c,Kepler-107 c,Transit,0,4,4.901452,0.06064,0,89.49,0.02954,Mass,0.142,12.65,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,534.05,12.7,V (Johnson),12.463,5854,1.24,1.45,7/11/19,1,1,0,0,0,0,1.15E-01,,,3.06,1379,,0.02954,,9.39,,9.39,1.597,0.015,,0.177875,2455697.018,BJD-TDB,0.08,,,0.01012,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,66,16,http://exoplanet.eu/catalog/kepler-107_c/,http://exoplanets.org/detail/Kepler-107_c,2014-03,,,19.8018832,81.726065,11.232587,320.676866,66.953506,,1.87,-9.5,0.3,9.5,-9.5,0.3,9.5,5.64,,,4.21,,0.574,0.321,[Fe/H],4.29,3.6,,,,,0,0,0,0,0,3,0,,12.7,13.34,,,11.392,11.114,11.06,11.028,11.09,11.076,9.198,,,,,,,,,,,,16,,,,,0.278,0.054,0.332,,,,5
1508,Kepler-107,d,Kepler-107 d,Transit,0,4,7.95839,0.08377,0,87.55,0.01196,Mass,0.077,33.1,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,534.05,12.7,V (Johnson),12.463,5854,1.24,1.45,7/11/19,1,0,0,0,0,0,1.59E-01,,,1.06,1173,,0.01196,,3.8,,3.8,0.86,0.008,,0.1741667,2455702.955,BJD-TDB,0.53,,,0.00544,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,62,15,http://exoplanet.eu/catalog/kepler-107_d/,http://exoplanets.org/detail/Kepler-107_d,2014-03,,,19.8018832,81.726065,11.232587,320.676866,66.953506,,1.87,-9.5,0.3,9.5,-9.5,0.3,9.5,5.64,,,4.21,,0.574,0.321,[Fe/H],4.29,3.6,,,,,0,0,0,0,0,3,0,,12.7,13.34,,,11.392,11.114,11.06,11.028,11.09,11.076,9.198,,,,,,,,,,,,16,,,,,0.278,0.054,0.332,,,,5
1509,Kepler-107,e,Kepler-107 e,Transit,0,4,14.749143,0.12639,0,89.67,0.02706,Mass,0.259,2,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,534.05,12.7,V (Johnson),12.463,5854,1.24,1.45,7/11/19,1,1,0,0,0,0,2.40E-01,,,1.95,955,,0.02706,,8.6,,8.6,2.903,0.027,,0.254875,2455694.486,BJD-TDB,0.11,,,0.01839,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,66,16,http://exoplanet.eu/catalog/kepler-107_e/,http://exoplanets.org/detail/Kepler-107_e,2014-03,,,19.8018832,81.726065,11.232587,320.676866,66.953506,,1.87,-9.5,0.3,9.5,-9.5,0.3,9.5,5.64,,,4.21,,0.574,0.321,[Fe/H],4.29,3.6,,,,,0,0,0,0,0,3,0,,12.7,13.34,,,11.392,11.114,11.06,11.028,11.09,11.076,9.198,,,,,,,,,,,,16,,,,,0.278,0.054,0.332,,,,5
1510,Kepler-1070,b,Kepler-1070 b,Transit,0,1,6.2216147,,,,,,0.154,,0,1,0,1,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,1040,965.14,13.977,Kepler-band,13.913,6261,1.21,1.32,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.73,0.016,,0.135858,2454964.991,JD,,,,0.01211,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1070_b/,,,,,19.54635827,81.563717,13.986405,315.982118,69.081577,,1.04,3.8,1.6,4.1,3.8,1.6,4.1,,,,4.27,,,0.03,[Fe/H],2.75,,,,,,0,0,0,0,0,3,0,,,,,,12.956,12.701,12.681,12.543,12.562,12.614,9.736,,,,,,,,,,,,14,,,,,0.255,0.02,0.275,,,,5
1511,Kepler-1071,b,Kepler-1071 b,Transit,0,1,6.1799844,,,,,,0.212,,0,1,0,1,19h32m13.92s,293.057996,+45d14m55.7s,45.248817,964,1072.45,15.801,Kepler-band,15.829,5215,0.86,0.81,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,2.38,0.022,,0.087746,2454965.722,JD,,,,0.02729,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1071_b/,,,,,19.53719973,77.765129,12.291561,311.48445,65.400888,,0.93,-2.5,-9.6,9.9,-2.5,-9.6,9.9,,,,4.56,,,0.01,[Fe/H],4.27,,,,,,0,0,0,0,0,3,0,,,,,,14.371,13.97,13.775,13.677,13.697,12.949,9.328,,,,,,,,,,,,14,,,,,0.401,0.195,0.596,,,,5
1512,Kepler-1072,b,Kepler-1072 b,Transit,0,1,1.5690665,,,,,,0.141,,0,1,0,1,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,976,1011.31,13.93,Kepler-band,13.842,6199,1.2,1.32,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,1.58,0.014,,0.115979,2454966.04,JD,,,,0.01131,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1072_b/,,,,,19.46962533,78.445828,13.398773,310.870631,66.667467,,0.99,-0.8,-9.3,9.3,-0.8,-9.3,9.3,,,,4.27,,,0.07,[Fe/H],2.88,,,,,,0,0,0,0,0,3,0,,,,,,12.852,12.604,12.566,12.458,12.53,12.367,8.946,,,,,,,,,,,,14,,,,,0.248,0.038,0.286,,,,5
1513,Kepler-1073,b,Kepler-1073 b,Transit,0,2,8.67888593,,,,,,0.205,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,829.04,14.523,Kepler-band,14.532,5792,1,1,5/10/16,1,0,0,0,0,0,,,,,,,,,,,,2.3,0.021,,0.145075,2454966.038,JD,,,,0.02143,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1073_b/,,,,,19.61017998,71.803683,8.354097,307.996868,58.528021,,1.21,4.9,10.1,11.2,4.7,11.2,12.1,,,,4.44,,,0,[Fe/H],3.72,,,,,,0,0,0,0,0,3,0,,,,,,13.332,12.957,12.924,12.834,12.912,12.3,8.953,,,,,,,,,,,,14,,,,,0.375,0.033,0.408,,,,5
